Boite_de_vitesses,Mode_de_transmission,Prix,Immatriculation
Automatique séquentielle 8 rapports,Transmission intégrale,84425607,ea680e43-7f5c-4b7b-8bcd-33c65c3bb7d0
Automatique séquentielle 8 rapports,Transmission intégrale,80119200,d0ee4bf1-3481-48da-b528-adb8c7397d6e
Mécanique 6 rapports,Traction,21431886,e0e4b82f-2ebe-4c7a-947c-c6c059744312
Mécanique 5 rapports,Traction,18307237,cf7597b1-8594-422b-8ee8-5324d07df9dd
Manuelle,,8011252,245b880d-c707-4165-9b89-56c76cc30237
Mécanique 6 rapports,Traction,19195225,3e6842e7-d08b-42b5-b023-24d1b226e7b3
Mécanique 6 rapports,Traction,11216688,9a73684e-1b1c-4953-8f16-59f6e8de0ea3
Manuelle,,10014232,bb8dc925-c7be-424e-85d9-d2f0a74bab44
Mécanique 6 rapports,Traction,29957904,bfe10225-ee18-4d32-acd7-1a8f459ea332
Manuelle 6,,12618774,78bcdd1b-3080-4fa9-a77d-11b6c085a593
Mécanique 6 rapports,Transmission intégrale,22500142,2bf110fc-56cd-4a99-b297-e5e0d04ed658
Automatique séquentielle 5 rapports,Traction,17218951,2e8f2730-af30-4dc0-a5c2-851eb5630797
Mécanique robotisée 7 rapports à double embrayage,Traction,33816979,a847b2cc-7a8d-4aee-8ba1-16b8eb6d0495
Mécanique 6 rapports,Transmission intégrale,30204938,8a6e3ce7-bad3-4f68-ade7-f3953e8d91f8
Manuelle,,16350993,113ee290-d7c4-4d57-aff9-9dab469bced8
Automatique 8 rapports,Propulsion,23635164,c3452750-3071-4f37-a126-36dda65d738c
Mécanique robotisée 7 rapports à double embrayage,Traction,18394033,5b3609bc-04a3-442e-a858-2c0849ba7afa
Manuelle,,5708493,7d1b69d6-a354-4e26-8a72-7cdda01ad1de
Robotisée simple embrayage 5,Traction,12745629,129b4126-38e9-4d60-a1ca-ce87c854dea5
Mécanique robotisée 6 rapports à double embrayage,Traction,27173762,55c990c8-55c6-4765-971a-498c389c5391
Manuelle 6,,7931801,758c0944-dc5e-4b4a-ba42-f145384bf8f3
Manuelle 5,Traction,1735248,b19a8685-e1a8-44aa-abbf-488f7792d50a
Automatique à variation continue,Propulsion,29971257,08a2b7de-d473-4f5d-981b-b3484f05a2a7
Mécanique 5 rapports,Traction,15990457,a97a43d5-dbe3-40e5-a47e-a1ea23f30371
Automatique 8 rapports,Propulsion,29563985,1c13fdaf-1c0b-4424-a3ed-1f539904a032
Mécanique 5 rapports,Traction,13056091,63db08f5-45b6-4da8-83b2-fcfb691c9a79
Automatique séquentielle 7 rapports,Propulsion,52244395,f742c346-f9c9-4e41-9184-c9d78fee8d99
Mécanique robotisée 7 rapports à double embrayage,Traction,22700440,af414fbc-7e1f-4c45-a023-136b86f1ff5e
Mécanique 5 rapports,Traction,10209189,5d35228b-589f-4fd7-8446-3ed53f3014d5
Mécanique 5 rapports,Propulsion,26413297,c4cca210-6c16-4f54-b0ec-67a0bb17b8fc
Mécanique 5 rapports,Traction,9741159,c56ef463-7308-42e3-aaeb-86e01c4d5294
Mécanique robotisée 7 rapports à double embrayage,Traction,34584788,790ba558-403f-40d1-aeb5-446edc90c36e
Mécanique robotisée 7 rapports à double embrayage,Traction,40486902,0ea62b6b-0c33-4ff6-b310-932502f956b9
Automatique séquentielle 7 rapports,Propulsion,38250241,36b5f83e-969f-4b25-9795-ec1006c4f6a8
Automatique 8 rapports,Traction,30138172,fbf9dd0e-6027-4deb-a230-a671fd80f304
Mécanique 5 rapports,Traction,8011920,b8a8b529-daa0-4f6c-9bb8-7ad82e9be574
Mécanique 6 rapports,Propulsion,32616526,16ad437a-8ec1-446c-868b-869e7b3b4a52
Automatique 8 rapports,Propulsion,35452746,0f892fab-1377-4fc4-baba-ca04c844fdd3
Mécanique 6 rapports,Propulsion,40860792,a4a15383-beb1-4c27-938a-c8d713c09e37
Mécanique 5 rapports,Traction,9514155,17061bfa-81ad-44a4-bd30-a5827bbfba76
Mécanique 6 rapports,Traction,17826522,9f201a0e-1f79-4d28-aa23-213296d00b4d
Mécanique 6 rapports,Propulsion,29515913,58993087-fe0d-430d-b9b2-ac91e9f1c9c9
Mécanique 5 rapports,Traction,13954094,2aba8ef9-8180-4a42-a3ac-2fa77740d54e
Automatique 5 rapports,Transmission intégrale,30999454,af2b8b07-304f-4287-b65e-1b7537dd96d4
Variateur,,1334652,6cc9abe6-614a-4bd8-a72c-5b25dbaaa59e
Automatique 8 rapports,Transmission intégrale permanente,56884632,a48f2576-31d9-4062-8dab-f01f37e3073b
Manuelle,,5935497,4dc5a402-bc63-41d3-9b10-d0d4ec8fdea5
Mécanique 5 rapports,Traction,7711473,99c9bcd5-7043-41ad-8545-e24095d9b7bd
Automatique 4 rapports,Traction,21018604,ec8546da-a24a-44b4-b68b-e997fb082e98
Automatique à variation continue 7 rapports,Traction,17325777,b04d4e02-501f-4f83-820e-3ede38ccee31
Mécanique 5 rapports,Traction,16377700,9e7c9c07-e2f6-4d7c-abdd-774bb35fb64d
Mécanique 6 rapports,Traction,26519455,81de75f3-d64e-4546-8856-0783ce1cefe0
Automatique séquentielle 6 rapports,Transmission intégrale permanente,75478963,0e28066b-8efd-4a66-9520-9f1b70a5f80a
Mécanique 6 rapports,Transmission intégrale,24436356,45d7601d-2c3d-4f53-8150-4a171bfbe3ec
Mécanique 5 rapports,Traction,16557968,df87b212-83b3-4e63-b395-1d4951ad4857
Mécanique 5 rapports,Traction,19695302,6190888f-863c-4de5-ac25-d1a84dd90915
Mécanique 5 rapports,Traction,15990457,1cbbbb6d-acec-4f9b-a052-7f03b05581fc
Manuelle 6,,5373995,33dd052f-f17a-48fb-92a4-ea58fe3afdd3
Mécanique 6 rapports,Transmission intégrale,24930424,1de5d52a-a145-465f-9d31-d4352fb210bd
Variateur,,1468184,ec085ef5-ca84-472b-9f26-f64b05355f4d
Variateur,,1334652,2a15b4f1-b3fa-4012-a4bf-5e535e667e57
Mécanique 5 rapports,Propulsion,17205598,0bc5090e-9feb-4000-8876-64b62eb15b51
Mécanique 5 rapports,Traction,9272462,3cff9b6e-cd63-445d-be7d-2b3993ef1f75
Automatique 6 rapports,Propulsion,34017277,a8c5fd4d-f9e4-490a-be1b-65d05f8edc4c
Mécanique 6 rapports,Traction,19155165,6d9a11bd-6f2e-4589-b3dc-65bf51b71fdb
Mécanique 6 rapports,Propulsion,24508463,241f8907-2738-46ea-a2ee-83f3d6e6e52d
Mécanique 6 rapports,Traction,27040230,7cacf64f-47b7-4749-8219-1cae86ce5b4c
Mécanique 6 rapports,Traction,22478109,31b6fc51-5a97-4037-bf22-eefcfaa0d771
Mécanique 5 rapports,Traction,16091941,b5001675-2ed0-40c4-9ca5-1550c8d33048
Mécanique 5 rapports,Traction,15125170,ac950361-5dae-480f-96a5-06ecb88fb576
Manuelle 6,,2330133,8c242f4a-268a-427b-922e-397fcdfbb994
Mécanique 6 rapports,Traction,15062410,86969983-3123-4c9f-8585-af1ee25b599b
Mécanique 6 rapports,Traction,17526075,b908e46d-12e3-425a-b1e7-020b40755d1c
Automatique,Traction,24770186,97015788-1f3f-4e84-ad6a-4a916bc61fdb
Automatique 6 rapports,Propulsion,30725713,b65d4dc8-4a14-4e0f-9aa7-a93577912d9c
Mécanique 6 rapports,Traction,16391053,890a919d-b020-49b6-8f35-57a8473949f6
Mécanique 5 rapports,Traction,11817582,0a3fdc87-1636-4829-ba8c-2a2469851aa1
Automatique 4 rapports,Traction,7264141,1981861f-2672-4e48-92d4-9e0df06ec2ae
Mécanique 5 rapports,Transmission intégrale,16825032,3002af6f-5311-4aa7-b3cc-712a86d5f288
Mécanique robotisée 7 rapports à double embrayage,Traction,45434263,caa3a9f9-72c3-4521-a604-27c747539b08
Mécanique 5 rapports,Traction,15766123,7983c294-7d87-42f8-85b3-9702f1de9357
Rob double embray 7,Transmission intégrale,29499889,2a786153-ba09-46b9-b516-7983a51fe447
Mécanique 5 rapports,Traction,12084646,7ed3539b-63e0-4030-99a5-5be3676d07a9
Mécanique robotisée 7 rapports à double embrayage,Propulsion,66539663,0c77a9bb-47ef-44c6-bd58-2b8ac363dba2
Mécanique robotisée 7 rapports à double embrayage,Transmission intégrale,28842912,cf0b31ec-c094-47d1-9e17-0ebc25a82fb3
Automatique 6 rapports,Traction,21498652,c3aabe76-20af-44b8-8bbc-ff43b8304286
Automatique 6 rapports,Transmission intégrale,28308784,82bff9d7-e4da-4856-8359-0dd665c611a9
Mécanique 5 rapports,Traction,17913985,944b7e62-7436-45c4-961b-08c8537bbe10
Mécanique 6 rapports,Traction,31914148,e58e24be-5138-45c9-95e3-78b0f8661543
Mécanique 6 rapports,Traction,18828012,de584da2-2bb7-4032-8192-65ba8375062f
Mécanique 6 rapports,Traction,17833199,3db1ea43-47e7-49f8-adc6-71435358674b
Mécanique 5 rapports,Traction,21264971,8590b198-de4e-419c-b667-039d91a7f67b
Mécanique 5 rapports,Traction,14080949,10c936cd-82a2-440d-854f-59b5bd621551
Mécanique robotisée 7 rapports à double embrayage,Traction,12458536,a73f56fb-f45c-49c9-a044-78bcac163243
Manuelle,,9163634,564013f4-fe84-4990-b227-51bc54407788
Automatique 5 rapports,Traction,18427416,907fc0b8-9a2e-4072-b319-e3bbfcbceca4
Mécanique 6 rapports,Traction,10281964,5f3c4c09-9d95-483c-a4f8-a4d06618a546
Mécanique 6 rapports,Traction,16724883,40c468fe-23e8-44d3-ab73-b444270d66cc
Mécanique 6 rapports,Traction,16891798,8ccf925c-8c36-470c-aa6c-9e600648c6d0
Automatique 4 rapports,Propulsion,26292451,a8e581b8-b30d-465d-982f-d77b64ec1106
Mécanique 5 rapports,Traction,12747632,a18db982-3547-4d28-93df-4f7da12ad54a
Mécanique 5 rapports,Traction,11314834,57be08d4-3c4e-45d6-ae68-9ed527778767
Automatique 6 rapports,Traction,15656627,bf89a0b0-6b0c-43f3-b894-e9be09a487af
Mécanique 6 rapports,Transmission intégrale,20597311,89f199a9-a15a-44ab-b511-6ea940e3a52d
Manuelle 5,,11477075,b30950de-d33d-4053-be8f-1b071109957c
Automatique séquentielle 6 rapports,Transmission intégrale,38023237,125490da-20aa-421f-ac7f-eb7b4d42ebf9
Mécanique robotisée 6 rapports à double embrayage,Traction,30345147,7b878e42-fb6c-4baa-a11c-49a09bf7e61a
Mécanique 5 rapports,Traction,11318172,66b5d5d7-e26f-40f5-ba4d-9aa1a4f0d889
Manuelle 6,,2803504,689b16be-f6c8-48bc-ae5d-15a200d2a263
Automatique 6 rapports,Traction,28776146,b1a9c3fa-bc04-47b6-9ebb-be2ee6f3e976
Mécanique 6 rapports,Transmission intégrale permanente,37181985,29e92134-fa9f-49f4-973d-d2b1d7910c62
Automatique séquentielle 7 rapports,Propulsion,35285831,f1e56050-4a8e-4243-9e66-1c1b58e9a21c
Automatique à variation continue,Traction,14414779,5f70827d-f4b9-4cd6-84c3-9d96a832a16f
Robotisée simple embrayage 5,Propulsion,10849475,a7b9fbca-ce92-49d3-8533-36901d3e62ed
Automatique 8 rapports,Traction,28442316,7a917474-9a79-46d5-9812-c2e7fd4c675f
Automatique séquentielle 7 rapports,Propulsion,32147829,214eb2cd-77f4-4195-9772-6ae6f4ff9a53
Manuelle,,8678912,273a68f8-bbce-4484-b67b-89bf71a624c4
Mécanique 6 rapports,Traction,31086250,671929f3-1d5e-4248-9e2d-44ab7c2c5ea7
Manuelle,,4477328,15fe1175-861f-46ae-9212-c08e8612be99
Automatique à variation continue 8 rapports,Traction,32181212,bc2a880a-cb4a-4cca-9506-518b0202b353
Variateur,,767141,7f333a8f-7c7d-4300-bff4-b8dbdf46e845
Mécanique 6 rapports,Traction,29119323,0cdcb17d-f8e5-44a9-a2af-dbb778e47c0a
Mécanique robotisée 7 rapports à double embrayage,Transmission intégrale,24983837,0710dd36-b1a5-4ebf-9494-55f38f5587e2
Manuelle 6,,5337942,76053d8f-c695-4cd5-a1ad-73b37e956a2e
Automatique 8 rapports,Transmission intégrale,43331134,dc07a3b3-493d-49e1-86b7-63dc9f8a91ce
Mécanique robotisée 6 rapports à double embrayage,Traction,22299844,27195988-e271-4aa1-be34-988c9ac1af0a
Mécanique 6 rapports,Traction,14147715,eb424144-b2e2-4db5-97df-e20a5d4ca09b
Robotisée simple embrayage 6,Traction,25149417,5602a949-7bbd-4a47-b527-14998ed98264
Mécanique 5 rapports,Traction,12094661,a23de3a5-04b7-436c-9890-87df40160ecf
Mécanique robotisée 7 rapports à double embrayage,Traction,33329587,d931c3c8-7882-4999-bbd0-b07c1308954f
Mécanique 6 rapports,Traction,19362140,1dd3940c-5c28-47ac-bf45-0527d6858446
Mécanique 6 rapports,Traction,32207918,4900c1c2-f275-4513-83fc-f3cc2a4a152b
Mécanique 5 rapports,Traction,10014900,9f5bbcdc-6a71-43ec-9eb4-51a59363b69a
Mécanique robotisée 7 rapports à double embrayage,Transmission intégrale,45067050,91631eb4-cdd2-4287-bcd8-2207e980f9bc
Mécanique robotisée 6 rapports à double embrayage,Traction,14287924,d3aafcea-7beb-44bb-96db-70ab7f1d26a3
Automatique à variation continue,Traction,23822109,58142faa-71a7-4b24-8c85-8827128bf466
Mécanique 6 rapports,Traction,30425266,6cdfe811-cc13-49b4-91fd-6c41aa4f3bb4
Mécanique 5 rapports,Traction,13852610,cf06d9fa-89f9-4275-9f78-b11655d77bd8
Mécanique robotisée 7 rapports à double embrayage,Transmission intégrale,50441713,78022c19-31bd-4991-8c90-8c244d2d9da2
Mécanique 6 rapports,Propulsion,31279871,75ee6307-8b62-4521-9123-6c76b1df8132
Automatique 8 rapports,Transmission intégrale,45667944,3dc28b58-6f08-49f4-8d5a-92de68471029
Automatique 8 rapports,Transmission intégrale,36253938,d74f7ebf-23dc-4215-8fb1-ea6659efc09d
Mécanique 6 rapports,Traction,30373189,f8c7638a-6204-4f38-a561-07f051376cad
Mécanique 6 rapports,Propulsion,25304314,14e61ff2-fa62-4624-b922-fec1326d4636
Mécanique 6 rapports,Propulsion,25270931,6aeb1e45-da59-4d1c-921b-937644ec337d
Mécanique 5 rapports,Traction,16496543,eae65afc-4f73-4610-a959-c249f831f7f1
Mécanique 6 rapports,Traction,25477906,54e5f87a-1e66-4663-bea0-807b77e7e927
Automatique 4 rapports,Traction,17960054,acbce348-d078-4787-aaad-da317bb3e8c2
Automatique à variation continue 7 rapports,Transmission intégrale,20023123,d7982473-40ec-4ae9-b966-d51af232e85b
Automatique 8 rapports,Transmission intégrale,53613098,371b3967-866e-4be0-9bd0-b252c057d743
Mécanique 5 rapports,Traction,9847985,aad0e84a-f997-41ea-9b72-aa17b80f6ec9
Mécanique 5 rapports,Traction,13887328,c6e6f2bf-318b-499b-b0ae-cffb1ba22012
Mécanique robotisée 7 rapports à double embrayage,Propulsion,103657553,d1f6fea4-62ae-4bce-9e2e-f3919ea881bc
Mécanique 6 rapports,Traction,18160352,bff3f9ec-4844-4731-967d-3f2ed5292176
Mécanique 6 rapports,Propulsion,33516532,b33011a9-ba1b-4951-a806-05a0536403a4
Mécanique robotisée 6 rapports à double embrayage,Traction,25838442,6714d4ec-3844-452c-b364-08ade7de206b
Automatique 8 rapports,Transmission intégrale,49807436,b09f5905-0efb-4ee3-864a-57cd56b8eae3
Manuelle 5,,8539371,13f37592-4ede-479e-82cf-c2b74762c288
Automatique,Propulsion,31373343,2c60e1ae-8b6e-4586-b652-067ceac491ac
Mécanique 6 rapports,Traction,17559458,6ab83f33-f124-46c0-b66c-c6005aa0f69a
Rob simple embray 5,Propulsion,22809936,500c57d1-6bdc-4959-a4f5-ddd8510f4830
Mécanique robotisée 7 rapports à double embrayage,Traction,24783539,772bce46-7490-408c-94bc-308575b9eaa1
Mécanique 6 rapports,Traction,33476472,9894ab5e-ca52-459d-87e1-376af272e449
Automatique 6 rapports,Propulsion,31246488,3ea50cb7-1e36-41f1-bbf7-77e2fb10a298
Mécanique 6 rapports,Traction,19101753,7c67d5f7-2284-4228-b084-78f46d0f59d4
Mécanique 6 rapports,Traction,19076382,a7b88b9c-477b-4c89-8839-a0a12befd6ab
Mécanique 6 rapports,Traction,26472719,73fd125c-44ba-4725-ae0f-fedfaa55254a
Mécanique 5 rapports,Traction,9213708,73f300cd-1a64-42ac-8108-2cda28dcc0f9
Mécanique 6 rapports,Traction,19462289,049a4491-30a0-4aa5-a871-04ea23581634
Mécanique 5 rapports,Traction,16858415,e13c7301-f505-4e98-bdf1-2ebc22350071
Automatique 8 rapports,,24503122,40c5264b-3e35-4586-8efe-ab57b8223d70
Mécanique 6 rapports,Propulsion,31314589,c322ff38-c785-4229-baa7-864828353dee
Automatique à variation continue 8 rapports,Traction,25791706,6c4ae963-4128-43ba-a6ab-d741040fd576
Mécanique 6 rapports,Traction,19495672,8e3089af-fd91-45be-a448-7c3fb2970a18
Mécanique robotisée 7 rapports à double embrayage,Traction,21765716,dabed8d3-7c5e-4198-9be3-789aaca73b7f
Automatique 8 rapports,,23735313,0e19beeb-a324-4a91-8cdb-e067d4aec41a
Automatique 8 rapports,Transmission intégrale,53880162,48664228-9b14-4fd9-8807-703229cc1a55
Mécanique 5 rapports,Traction,20082545,4c6203a8-0d35-4a0d-a503-d9ded177c484
Mécanique 6 rapports,Propulsion,26940081,51bcddda-a826-4d5d-95c6-338bb56365e1
Mécanique 6 rapports,Traction,18928161,93e6c89a-3080-4e20-a2a6-d7fc35540680
Variateur,,1334652,4a54fa97-3584-4883-aae7-468722513784
Mécanique robotisée 7 rapports à double embrayage,Traction,14601724,b33483c1-1019-43dc-aa79-20eb929082a5
Mécanique robotisée 6 rapports à double embrayage,Traction,18283869,b6f3f0be-d5eb-4e8b-99f4-8684957d237f
Mécanique 6 rapports,Propulsion,28387568,9c087979-f08b-4e54-9f3b-d86be4c1af7e
Mécanique 5 rapports,Traction,14454839,453907d0-6f7b-4bff-9489-2b70476c27ec
Automatique à variation continue,Traction,21423874,236f8c16-4e26-4138-a4ce-5432851097d1
Mécanique 6 rapports,Traction,19876238,155ced8d-7af9-4b34-a80b-51ec45688826
Manuelle 6,,7677422,e4e256a2-a8d7-4cb9-9dcd-23cd17c257fe
Mécanique 5 rapports,Traction,10115049,c8abb885-0b8d-4d05-9f24-78543c2faa33
Mécanique 5 rapports,Traction,12718923,9fd96130-be0c-400e-82d5-75aa2bfdf5f8
Automatique 5 rapports,Propulsion,32368157,aff72ef2-61a5-493f-bcfa-43f21e3a2cac
Mécanique 6 rapports,Traction,24870335,3813512e-3a33-442f-963e-6983d9334a63
Manuelle,,6361464,d13135a2-d5f9-4713-a622-278311e24070
Mécanique 6 rapports,Propulsion,29377040,b75a6bfa-6fad-4909-9a27-4d38dd496a19
Mécanique 5 rapports,Traction,11383603,caefc89b-0ecb-46da-8381-b13e99e291a9
Mécanique 6 rapports,Traction,20029800,05008b0b-5d7c-477e-b53c-4d84a0374a8f
Mécanique 5 rapports,Traction,8980027,9226a59b-363b-49ab-b0b3-47265d597ba0
Automatique 8 rapports,Transmission intégrale,42770300,db4e54f0-3d45-4979-b5d1-d921b374cca4
Mécanique robotisée 7 rapports à double embrayage,Traction,29236831,03ea0cec-cf28-4288-9415-1c652c619cbb
Mécanique 5 rapports,Traction,17018653,41ce6a18-7ad0-4b3b-9b61-2d27d5806b47
Automatique,Propulsion,31246488,840d1b2d-0fb8-436a-ba02-21c2971ee8f0
Mécanique 5 rapports,Traction,10582411,a7db11b9-8c69-4ad6-b8fd-a72962d06e82
Manuelle,,10221875,66899634-f524-464b-8f53-913a039b0297
Mécanique 6 rapports,Traction,16190755,6ba94db0-dbbf-470b-a400-c88151e41bde
Automatique 9,Transmission intégrale,39358557,094959ac-1ea4-4e93-8b30-44cb95b4f77d
Automatique 8 rapports,Traction,21498652,e703a8da-9f8f-4063-a9e0-9ca8c7ed4a6d
Mécanique robotisée 7 rapports à double embrayage,Transmission intégrale,35262463,1b06157f-84b2-4ccb-a811-de9c6e149409
Automatique à variation continue 7 rapports,Traction,35786576,71144713-91e1-467d-89f3-27cf5be5fee9
Automatique séquentielle 8 rapports,Transmission intégrale,59955868,faf58ba4-53e0-412f-b9f2-68fbd2ab6771
Automatique séquentielle 8 rapports,Transmission intégrale,57218462,b87511b9-a8f5-46f7-b6aa-ca38117c9520
Mécanique 6 rapports,Traction,29043210,e261478c-46d7-403b-8ac3-5b18d447ed74
Mécanique 6 rapports,Traction,22172989,3f6504ff-4854-442b-9c22-3b54a33814d8
Mécanique robotisée 7 rapports à double embrayage,Transmission intégrale,29203448,6fb331a9-b12b-439f-835a-80ff401e156f
Automatique 7 rapports,Traction,29310274,2834424d-c81c-4644-80ad-ecefbdd3248b
Mécanique 6 rapports,Traction,15456329,b0410594-1870-4ba4-a196-4378d0f94a16
Mécanique 6 rapports,Traction,26693047,2bad3d96-6d9b-46ef-9228-56577cd2f594
Automatique séquentielle 6 rapports,Traction,10756003,b23f09db-c91f-49a2-9c2c-e87af5f50b70
Mécanique 6 rapports,Traction,20330247,9b109385-bebe-4aa1-8958-dea712f3ac71
Mécanique 6 rapports,Traction,10208521,15479608-da3c-4ec5-9ae4-ed9d68f9d7e7
Mécanique 6 rapports,Traction,11483752,3d3ea909-8a34-4029-a24f-b314e50bdf0c
Mécanique 6 rapports,Transmission intégrale enclenchable,29832384,dc6686fc-ead2-4240-afbf-9e7cfa861799
Mécanique 5 rapports,Traction,19702647,7362334f-f0e0-485a-9415-a14165b69bea
Automatique 8 rapports,Traction,18574301,3a95ec54-4a88-44ed-9ccc-238dc01e1ba9
Mécanique 6 rapports,Traction,24069143,14e58a76-b231-4427-95c5-f30b545b28fb
Mécanique robotisée 7 rapports à double embrayage,Traction,24977161,26b3dde3-7bab-4041-8822-96e8a56fde9c
Manuelle 6,,6075038,a5806bd6-e099-41b9-a283-100738b92fc4
Automatique séquentielle 8 rapports,Transmission intégrale,79217859,bb5da401-18db-4bc0-8b7a-7ccc33984f65
Mécanique 6 rapports,Traction,20670754,a0ea5c7c-e443-4cf8-8107-c3b1373247a1
Mécanique robotisée 6 rapports à double embrayage,Traction,13046076,26f428b7-e2e8-478e-a89d-df8f1732e972
Automatique 6 rapports,Traction,20864375,8112ec39-9ad7-4e4b-8c77-e7bb8ab9c8ba
Automatique 6 rapports,Traction,31474828,49d49c8e-5ed4-4767-8c66-624819b25d93
Mécanique robotisée 7 rapports à double embrayage,Traction,24683390,7f384d10-e5a0-4028-8590-6ea08d4df7e7
Automatique 5 rapports,Propulsion,29365690,d8d3ebf8-2a65-4c7b-b10e-1c0446dc12e1
Mécanique robotisée 7 rapports à double embrayage,Transmission intégrale,33983894,0737dbad-efd9-4c56-b991-dc8e59ada433
Manuelle,,8672903,8aed2502-78c2-4eaf-b765-5c7c8473009a
Manuelle 6,,18928161,b271f78c-7688-4cbb-8d94-0504bba24204
Mécanique 6 rapports,Transmission intégrale permanente,30198262,32578892-3627-405b-94d9-6635ff7e3bd1
Mécanique 5 rapports,Traction,11296807,bc21ba79-c11f-4a62-8244-a9ee890464a3
Mécanique robotisée 6 rapports à double embrayage,Traction,25671527,5723fd8d-bff0-4e71-b2cd-b44c35d2285c
Automatique séquentielle 8 rapports,Transmission intégrale,75539052,89270b2f-bf20-4782-b85d-ba240929e19e
Automatique séquentielle 7 rapports,Transmission intégrale,36400823,3e57f36b-f5e5-4e8e-8e91-0b3e15940533
Mécanique 5 rapports,Traction,15690010,e38526e8-75e5-4c62-8e48-9d376a405b27
Mécanique 5 rapports,Traction,8779729,babadac7-4f35-4ef2-ab41-5e9689a457b1
Mécanique 5 rapports,Traction,9814602,97b1ae2c-b81e-4726-bbaa-c6cc1558f3a3
Mécanique 5 rapports,Propulsion,27554328,fa017b4b-9266-4852-8938-a09a1b66dfb9
Automatique 6 rapports,Traction,19395523,6ab3f119-50cd-488b-a5a7-f28c5b6420cf
Variateur,,2202610,8817e960-d6e9-46e9-aba2-252ca539a9c6
Mécanique robotisée 6 rapports à double embrayage,Traction,19161842,19c24291-3b17-42d1-ace6-0f693fdb6988
Mécanique 5 rapports,Traction,14388073,d6f32fd2-1cbd-41a1-873f-657241105214
Automatique à variation continue,Traction,42062580,05290243-233c-450a-a7f8-5133f67d73a9
Automatique séquentielle 8 rapports,Transmission intégrale,43598198,06b8f0bf-4295-46c8-8edf-4ee915bcb023
Mécanique 6 rapports,Traction,29143359,e2da179e-11d4-499a-a593-744afa0a950b
Mécanique 6 rapports,Traction,27216492,813777f3-1d9d-43e2-9084-b4ddf50175aa
Mécanique 6 rapports,Propulsion,41157233,f60eac15-a2f0-4a3a-a93d-667ff5d35c19
Mécanique robotisée 7 rapports à double embrayage,Transmission intégrale,37595935,0ad9369f-91a8-4290-b502-79af1b3321c2
Automatique séquentielle 6 rapports,Transmission intégrale permanente,48512176,7ad62f58-c1d0-4ff9-92e2-e263344f45d5
Mécanique 5 rapports,Traction,10682560,73214b25-e9b4-49ab-8558-955bb56654b6
Automatique 8 rapports,Transmission intégrale,41261388,b3ec3957-5eaa-490d-8b0f-988d588ea2ed
Mécanique 6 rapports,Traction,32528395,43340ef6-bfa3-4136-aba6-2ce42a6d88e5
Mécanique 6 rapports,Propulsion,27507592,699e03aa-439a-4ede-a7c7-d056f1ed658a
Mécanique robotisée 6 rapports à double embrayage,Traction,24856982,697a76a5-d50e-4aed-ba18-680078f892aa
Mécanique 6 rapports,Transmission Intégrale,30478679,6bf09f2e-4f10-4c49-b3df-ebed2a3cf729
Mécanique 6 rapports,Traction,21698950,ec61c972-f720-4b73-a38d-06470c4b350d
Mécanique 5 rapports,Traction,17919994,1d247255-4e54-47ff-a899-f20545091913
Mécanique 5 rapports,Traction,10609117,853e8584-ab80-442e-9b23-be20e7146764
Automatique 4 rapports,Traction,25938591,cdc311e2-ca9f-4050-a267-4f93a3573e6e
Mécanique 5 rapports,Traction,16157372,5169318c-be24-4b92-aa7c-35a3f6e06e24
Mécanique 6 rapports,Traction,19929651,c2ee519b-3fe5-46d7-ad9e-ac88b6a9a548
Mécanique 5 rapports,Traction,21632184,8fee41f7-d35d-4ac2-bd3b-3df3c2e58b1d
Automatique séquentielle 7 rapports,Propulsion,56083440,a6850b96-c25f-43a3-9f92-28ac5e6d59a4
Mécanique 5 rapports,Traction,11216688,6d757348-12cd-4940-995c-6c20bff75ea3
Mécanique 6 rapports,Propulsion,19722676,64def650-e17c-4b80-848b-96adc66aada0
Robotisée simple embrayage 5,Traction,9847985,ca486718-04d5-41e2-99e1-3836a681a49f
Mécanique 6 rapports,Traction,18247148,e3d934a0-f314-4cce-9784-2ee82c40aff8
Mécanique 6 rapports,Traction,24107867,1d1cf38e-57ea-406b-9688-3169e0548131
Automatique 8 rapports,Transmission intégrale permanente,50675394,d93bf6b0-9502-498a-8897-127f0ebe56fb
Manuelle 6,,4506037,8e1d21b9-ab05-43ae-a553-7e1b3eb5bcc8
Mécanique 5 rapports,Traction,19128459,8744f0b1-5954-4f32-931b-e853adf1d1f0
Automatique séquentielle 7 rapports,Propulsion,27307294,2fe5d80f-d28e-4f04-82d5-317f96f21f15
Automatique séquentielle 8 rapports,Transmission intégrale,28028367,afbebd88-4199-4f8f-949d-8e521ba4990a
Mécanique 6 rapports,Transmission intégrale,22172989,b2fe851b-a300-42c3-b0c2-63a51826327f
Automatique à variation continue 8 rapports,Traction,28382227,7e787d84-a1ef-49f9-b790-b952552fa127
Manuelle 6,,5373995,bd1767bf-c912-4ebe-9440-d23572222bd7
Automatique à variation continue 7 rapports,Traction,19695970,31111359-c544-4108-86ee-979318121045
Mécanique robotisée 8 rapports à double embrayage,Transmission intégrale,66549678,8cdff24c-3ed3-4c04-9758-4a112e66e39f
Automatique séquentielle 6 rapports,Transmission intégrale,34611494,31789a1f-adae-445b-8f39-52f2996948ac
Mécanique 6 rapports,Traction,29744253,d2256c47-3bce-40e4-b3f0-01a65b77c382
